trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120524,000525.SZ,11.689,11.9484,11.6264,11.6443,11.6979,-0.0536000000000012,-0.4582,16762.63,22036.3728,0.6064,1.01,11.7391,14782.106,11.8795,22344.818,11.9744,24243.0462,12.1036,27540.7667,12.2693,27331.0893,12.6518,26793.4645,,
20120525,000525.SZ,11.7158,11.7427,11.4028,11.4744,11.6443,-0.16990000000000016,-1.4591,16857.3,21737.3188,0.6098,1.14,11.6818,14476.778,11.791,19735.158,11.894,22604.28,12.0525,26288.2919,12.232,27168.6477,12.6252,26689.1118,,
20120528,000525.SZ,11.5012,11.6175,11.2597,11.6175,11.4744,0.14310000000000045,1.2471,13250.55,16924.2435,0.4794,0.92,11.6622,14946.468,11.7338,18319.595,11.8527,20608.6608,12.0146,25297.4795,12.1972,26795.7087,12.5961,26334.268,,
20120530,000525.SZ,11.7158,11.8231,11.6711,11.7248,11.6175,0.1073000000000004,0.9236,19075.94,25087.2227,0.6901,1.28,11.6318,15621.31,11.7052,17047.463,11.8163,20971.69,11.9951,24792.6381,12.1659,26708.9623,12.5692,26189.918,,
20120531,000525.SZ,11.7248,11.8053,11.5817,11.7695,11.7248,0.04470000000000063,0.3812,16273.72,21339.6609,0.5887,1.04,11.6461,16444.028,11.7212,16548.222,11.7709,18919.3685,11.9823,24495.8443,12.1421,26684.2047,12.5437,26008.3928,,
20120601,000525.SZ,11.7695,11.8679,11.7158,11.8231,11.7695,0.053599999999999426,0.4554,12240.26,16142.6269,0.4428,0.74,11.6819,15539.554,11.7105,15160.83,11.7427,17752.7592,11.9563,23612.881,12.1216,26654.8843,12.5205,25812.3573,,
20120604,000525.SZ,11.7069,11.8053,11.3134,11.3581,11.8231,-0.46499999999999986,-3.933,24557.59,31778.2654,0.8884,1.58,11.6586,17079.612,11.6702,15778.195,11.6925,17195.8615,11.9163,23542.3638,12.0784,26815.962,12.494,25788.458,,
20120605,000525.SZ,11.537,11.537,11.3313,11.3939,11.3581,0.035800000000000054,0.3152,9575.14,12199.7949,0.3464,0.56,11.6139,16344.53,11.638,15645.499,11.6759,16296.5546,11.8716,22689.5138,12.0343,26135.4663,12.466,25442.779,,
20120606,000525.SZ,11.4028,11.5548,11.3581,11.528,11.3939,0.1341000000000001,1.1769,10000.09,12832.0051,0.3618,0.61,11.5745,14529.36,11.6031,15075.335,11.645,15057.0092,11.8265,20809.0567,11.9967,25704.041,12.4285,24393.7902,,
20120607,000525.SZ,11.5906,11.8053,11.4296,11.4565,11.528,-0.07150000000000034,-0.6202,23027.87,30046.7889,0.8331,1.58,11.5119,15880.19,11.579,16162.109,11.6216,15414.2346,11.7759,20088.419,11.944,24107.152,12.3878,24124.9913,,
20120608,000525.SZ,11.5638,11.7248,11.3939,11.4565,11.4565,0.0,0.0,13247.12,17063.7527,0.4792,0.83,11.4386,16081.562,11.5602,15810.558,11.6016,15594.6208,11.7426,18852.8724,11.9077,23110.0803,12.3512,24050.4995,,
20120611,000525.SZ,11.5996,11.6353,11.4296,11.6264,11.4565,0.16990000000000016,1.483,10908.86,14102.2651,0.3947,0.68,11.4923,13351.816,11.5754,15215.714,11.5824,15225.9385,11.7154,18688.6962,11.8815,22338.4553,12.3162,23855.8498,,
20120612,000525.SZ,11.5638,11.5638,11.4028,11.4296,11.6264,-0.19679999999999964,-1.6927,8624.1,11047.5522,0.312,0.65,11.4994,13161.608,11.5566,14753.069,11.5617,14953.9362,11.6711,17053.9438,11.8579,21636.6717,12.2765,23697.4808,,
20120613,000525.SZ,11.5191,11.6711,11.4296,11.6353,11.4296,0.20570000000000022,1.7997,14763.45,19119.0174,0.5341,1.12,11.5209,14114.28,11.5477,14321.82,11.561,14800.1531,11.6447,16451.909,11.8445,21378.5737,12.2355,23369.5243,,
20120614,000525.SZ,11.6711,11.85,11.5996,11.7248,11.6353,0.08949999999999925,0.7692,24175.82,31766.4878,0.8746,1.71,11.5745,14343.87,11.5432,15112.03,11.5803,15363.1162,11.6311,16088.9833,11.8231,21158.3513,12.1964,23507.2212,,
20120615,000525.SZ,11.8231,11.8231,11.5548,11.6532,11.7248,-0.07160000000000011,-0.6107,12454.69,16255.2,0.4506,0.87,11.6139,14185.384,11.5262,15133.473,11.5831,15301.8962,11.6332,15669.391,11.8049,20705.5593,12.1702,23098.079,,
20120618,000525.SZ,11.6443,11.8142,11.6264,11.7248,11.6532,0.07160000000000011,0.6144,19721.9,25840.7594,0.7135,1.39,11.6335,15947.992,11.5629,14649.904,11.5831,15351.5854,11.6234,15364.9967,11.7846,20446.7897,12.1498,22728.0295,,
